school,school_id,district,district_id,percent_proficient,year
Rosland Elementary,4793,Bend-LaPine Administrative SD 1,1976,0.4,2017-2018
Arco Iris Spanish Immersion School,4805,Beaverton SD 48J,2243,0.8367346938775511,2017-2018
Oregon Trail  Academy,4820,Oregon Trail SD 46,1926,0.6785714285714286,2017-2018
Logos Public Charter School,4821,Medford SD 549C,2048,0.3275862068965517,2017-2018
Rockwood Preparatory Academy,4822,Reynolds SD 7,2182,0.13793103448275862,2017-2018
Sunny Wolf Charter School,4823,Three Rivers/Josephine County SD,2055,0.8,2017-2018
Eagle Charter School,4850,Oregon Department of Education,2336,0.3333333333333333,2017-2018
Kalapuya Elementary School,4858,Salem-Keizer SD 24J,2142,0.7263157894736842,2017-2018
Hope Chinese Charter School,4867,Beaverton SD 48J,2243,0.8461538461538461,2017-2018
Hillsboro Online Academy,4973,Hillsboro SD 1J,2239,0.7142857142857143,2017-2018
Lowrie Primary School,5056,West Linn-Wilsonville SD 3J,1922,0.6419753086419753,2017-2018
Trillium Creek Primary School,5057,West Linn-Wilsonville SD 3J,1922,0.7857142857142857,2017-2018
Two Rivers Dos Rios Elementary,5059,Springfield SD 19,2083,0.31343283582089554,2017-2018
Le Monde French Immersion Public Charter School,5060,Portland SD 1J,2180,0.8292682926829268,2017-2018
Woodland Charter School,5063,Three Rivers/Josephine County SD,2055,0.23076923076923078,2017-2018
Cesar E Chavez Elem,5064,Salem-Keizer SD 24J,2142,0.31,2017-2018
Battle Creek Elementary School,5066,Salem-Keizer SD 24J,2142,0.34951456310679613,2017-2018
Kids Unlimited Academy,5205,Medford SD 549C,2048,0.3333333333333333,2017-2018
Kairos PDX,5218,Portland SD 1J,2180,0.46153846153846156,2017-2018
Crater Lake Charter Academy,5251,Eagle Point SD 9,2043,0.1111111111111111,2017-2018
Mountain View Academy,5252,Lowell SD 71,2092,0.5714285714285714,2017-2018
Silver Rail Elementary School,5293,Bend-LaPine Administrative SD 1,1976,0.5,2017-2018
Ferndale Elementary School,5297,Milton-Freewater Unified SD 7,2205,0.40336134453781514,2017-2018
Dallas Community Charter,5298,Dallas SD 2,2190,0.25,2017-2018
Barnes Butte Elementary,5302,Crook County SD,1970,0.4095238095238095,2017-2018
Bend International School,5309,Bend-LaPine Administrative SD 1,1976,0.8235294117647058,2017-2018
Bridge Charter Academy,5349,Lowell SD 71,2092,0.2857142857142857,2017-2018
Sato Elementary School,5382,Beaverton SD 48J,2243,0.8192771084337349,2017-2018
Desert Sky Montessori,5384,Bend-LaPine Administrative SD 1,1976,0.42857142857142855,2017-2018
Brooklyn Primary School,2,Baker SD 5J,1894,0.3673469387755102,2018-2019
Haines Elementary School,4,Baker SD 5J,1894,0.8571428571428571,2018-2019
Pine Eagle Charter School,15,Pine Eagle SD 61,1897,0.5,2018-2019
Philomath Elementary School,20,Philomath SD 17J,1900,0.40476190476190477,2018-2019
Adams Elementary School,27,Corvallis SD 509J,1901,0.6111111111111112,2018-2019
Garfield Elementary School,30,Corvallis SD 509J,1901,0.3835616438356164,2018-2019
Hoover Elementary School,33,Corvallis SD 509J,1901,0.7397260273972602,2018-2019
Jefferson Elementary School,35,Corvallis SD 509J,1901,0.6461538461538462,2018-2019
Lincoln Elementary School,36,Corvallis SD 509J,1901,0.4,2018-2019
Mt View Elementary School,37,Corvallis SD 509J,1901,0.4878048780487805,2018-2019
Wilson Elementary School,39,Corvallis SD 509J,1901,0.6071428571428571,2018-2019
Cedaroak Park Primary School,45,West Linn-Wilsonville SD 3J,1922,0.6842105263157895,2018-2019
Stafford Primary School,47,West Linn-Wilsonville SD 3J,1922,0.5223880597014925,2018-2019
Sunset Primary School,48,West Linn-Wilsonville SD 3J,1922,0.7592592592592593,2018-2019
Forest Hills Elementary School,53,Lake Oswego SD 7J,1923,0.8333333333333334,2018-2019
Hallinan Elementary School,54,Lake Oswego SD 7J,1923,0.8026315789473685,2018-2019
Lake Grove Elementary School,55,Lake Oswego SD 7J,1923,0.8375,2018-2019
River Grove Elementary School,56,Lake Oswego SD 7J,1923,0.7669902912621359,2018-2019
Westridge Elementary School,58,Lake Oswego SD 7J,1923,0.8375,2018-2019
Bilquist Elementary School,65,North Clackamas SD 12,1924,0.42028985507246375,2018-2019
Whitcomb Elementary School,72,North Clackamas SD 12,1924,0.14035087719298245,2018-2019
Milwaukie Elementary School,73,North Clackamas SD 12,1924,0.4,2018-2019
Riverside Elementary School,76,North Clackamas SD 12,1924,0.3387096774193548,2018-2019
Sunnyside Elementary School,78,North Clackamas SD 12,1924,0.4375,2018-2019
View Acres Elementary School,79,North Clackamas SD 12,1924,0.5084745762711864,2018-2019
Welches Elementary School,88,Oregon Trail SD 46,1926,0.45454545454545453,2018-2019
Deep Creek – Damascus K-8 School,90,Gresham-Barlow SD 10J,2183,0.5833333333333334,2018-2019
Carus School,92,Canby SD 86,1929,0.589041095890411,2018-2019
Clarkes Elementary School,93,Molalla River SD 35,1925,0.6,2018-2019
Molalla Elementary School,94,Molalla River SD 35,1925,0.417910447761194,2018-2019
Naas Elementary School,96,Oregon Trail SD 46,1926,0.6119402985074627,2018-2019
Kelso Elementary School,99,Oregon Trail SD 46,1926,0.5961538461538461,2018-2019
Sandy Grade School,100,Oregon Trail SD 46,1926,0.5849056603773585,2018-2019
Firwood Elementary School,101,Oregon Trail SD 46,1926,0.5961538461538461,2018-2019
Colton Elementary School,103,Colton SD 53,1927,0.2631578947368421,2018-2019
Beavercreek Elementary School,105,Oregon City SD 62,1928,0.4146341463414634,2018-2019
Candy Lane Elementary School,106,Oregon City SD 62,1928,0.24561403508771928,2018-2019
Holcomb Elementary School,107,Oregon City SD 62,1928,0.3,2018-2019
Gaffney Lane Elementary School,109,Oregon City SD 62,1928,0.38372093023255816,2018-2019
John McLoughlin Elementary School,114,Oregon City SD 62,1928,0.5576923076923077,2018-2019
Butte Creek Elementary School,119,Silver Falls SD 4J,2138,0.23333333333333334,2018-2019
Mulino Elementary School,121,Molalla River SD 35,1925,0.5,2018-2019
William Knight Elementary School,122,Canby SD 86,1929,0.5882352941176471,2018-2019
Howard Eccles Elementary School,124,Canby SD 86,1929,0.5833333333333334,2018-2019
Ninety-One School,127,Canby SD 86,1929,0.5581395348837209,2018-2019
Rural Dell Elementary School,128,Molalla River SD 35,1925,0.5609756097560976,2018-2019
Clackamas River Elementary School,131,Estacada SD 108,1930,0.35,2018-2019
River Mill Elementary School,132,Estacada SD 108,1930,0.3939393939393939,2018-2019
John Wetten Elementary School,136,Gladstone SD 115,1931,0.6268656716417911,2018-2019
Redland Elementary School,139,Oregon City SD 62,1928,0.38823529411764707,2018-2019
Lewis & Clark Elementary School,147,Astoria SD 1,1933,0.44285714285714284,2018-2019
Seaside Heights Elementary School,152,Seaside SD 10,1935,0.34177215189873417,2018-2019
Gearhart Elementary School,153,Seaside SD 10,1935,0.2830188679245283,2018-2019
Warrenton Grade School,156,Warrenton-Hammond SD 30,1936,0.3974358974358974,2018-2019
Grant Watts Elementary School,158,Scappoose SD 1J,1944,0.45121951219512196,2018-2019
Warren Elementary School,160,Scappoose SD 1J,1944,0.2916666666666667,2018-2019
Clatskanie Elementary School,163,Clatskanie SD 6J,1945,0.32075471698113206,2018-2019
Hilda Lahti Elementary School,166,Knappa SD 4,2262,0.3225806451612903,2018-2019
Hudson Park Elementary School,171,Rainier SD 13,1946,0.3888888888888889,2018-2019
Vernonia Elementary School,177,Vernonia SD 47J,1947,0.2608695652173913,2018-2019
Columbia City School,179,St Helens SD 502,1948,0.6521739130434783,2018-2019
McBride Elementary School,182,St Helens SD 502,1948,0.32098765432098764,2018-2019
Blossom Gulch Elementary School,192,Coos Bay SD 9,1965,0.4198473282442748,2018-2019
Madison Elementary School,196,Coos Bay SD 9,1965,0.375,2018-2019
Hillcrest Elementary School,204,North Bend SD 13,1966,0.7222222222222222,2018-2019
North Bay Elementary School,205,North Bend SD 13,1966,0.39705882352941174,2018-2019
Myrtle Crest School,214,Myrtle Point SD 41,1968,0.2571428571428571,2018-2019
Ocean Crest Elementary School,217,Bandon SD 54,1969,0.40425531914893614,2018-2019
Crooked River Elementary School,219,Crook County SD,1970,0.42,2018-2019
Powell Butte Community Charter School,223,Crook County SD,1970,0.6956521739130435,2018-2019
Driftwood Elementary School,228,Port Orford-Langlois SD 2CJ,1973,0.5,2018-2019
Riley Creek Elementary School,231,Central Curry SD 1,1972,0.4594594594594595,2018-2019
Kalmiopsis Elementary School,236,Brookings-Harbor SD 17C,1974,0.36231884057971014,2018-2019
Bear Creek Elementary School,241,Bend-LaPine Administrative SD 1,1976,0.43373493975903615,2018-2019
LaPine Elementary School,245,Bend-LaPine Administrative SD 1,1976,0.3695652173913043,2018-2019
Juniper Elementary School,246,Bend-LaPine Administrative SD 1,1976,0.6153846153846154,2018-2019
R E Jewell Elementary School,247,Bend-LaPine Administrative SD 1,1976,0.4666666666666667,2018-2019
Buckingham Elementary School,250,Bend-LaPine Administrative SD 1,1976,0.8791208791208791,2018-2019
Sage Elementary School,256,Redmond SD 2J,1977,0.6923076923076923,2018-2019
John Tuck Elementary School,258,Redmond SD 2J,1977,0.2676056338028169,2018-2019
M A Lynch Elementary School,259,Redmond SD 2J,1977,0.47368421052631576,2018-2019
Terrebonne Community School,260,Redmond SD 2J,1977,0.5892857142857143,2018-2019
Tumalo Community School,261,Redmond SD 2J,1977,0.717948717948718,2018-2019
Sisters Elementary School,264,Sisters SD 6,1978,0.5735294117647058,2018-2019
Oakland Elementary School,267,Oakland SD 1,1990,0.5675675675675675,2018-2019
Eastwood Elementary School,269,Douglas County SD 4,1991,0.3114754098360656,2018-2019
Fir Grove Elementary School,270,Douglas County SD 4,1991,0.7209302325581395,2018-2019
Fullerton IV Elementary School,271,Douglas County SD 4,1991,0.4,2018-2019
Green Elementary School,272,Douglas County SD 4,1991,0.39473684210526316,2018-2019
Hucrest Elementary School,273,Douglas County SD 4,1991,0.4266666666666667,2018-2019
Melrose Elementary School,274,Douglas County SD 4,1991,0.5769230769230769,2018-2019
Sunnyslope Elementary School,276,Douglas County SD 4,1991,0.35,2018-2019
Winchester Elementary,277,Douglas County SD 4,1991,0.3404255319148936,2018-2019
Glide Elementary School,282,Glide SD 12,1992,0.3559322033898305,2018-2019
Canyonville School,289,South Umpqua SD 19,1994,0.38461538461538464,2018-2019
Myrtle Creek Elementary School,290,South Umpqua SD 19,1994,0.375,2018-2019
Tri City Elementary School,292,South Umpqua SD 19,1994,0.3333333333333333,2018-2019
North Douglas Elementary School,296,North Douglas SD 22,1996,0.4583333333333333,2018-2019
Yoncalla Elementary School,299,Yoncalla SD 32,1997,0.1,2018-2019
Elkton Charter School,302,Elkton SD 34,1998,0.5,2018-2019
Riddle Elementary School,304,Riddle SD 70,1999,0.4482758620689655,2018-2019
Glendale Elementary School,306,Glendale SD 77,2000,0.0625,2018-2019
Highland Elementary School,309,Reedsport SD 105,2001,0.30612244897959184,2018-2019
Lookingglass Elementary School,313,Winston-Dillard SD 116,2002,0.1111111111111111,2018-2019
East Sutherlin Primary School,318,Sutherlin SD 130,2003,0.2875,2018-2019
Arlington Community Charter School,323,Arlington SD 3,2005,0.6428571428571429,2018-2019
Condon Elementary School,325,Condon SD 25J,2006,0.5625,2018-2019
Humbolt Elementary School,327,John Day SD 3,2008,0.5348837209302325,2018-2019
Henry L Slater Elementary School,342,Harney County SD 3,2014,0.3880597014925373,2018-2019
May Street Elementary School,362,Hood River County SD,2024,0.5373134328358209,2018-2019
Mid Valley Elementary School,363,Hood River County SD,2024,0.5135135135135135,2018-2019
Parkdale Elementary School,364,Hood River County SD,2024,0.3103448275862069,2018-2019
Westside Elementary School,366,Hood River County SD,2024,0.6,2018-2019
Orchard Hill Elementary School,370,Phoenix-Talent SD 4,2039,0.49230769230769234,2018-2019
Phoenix Elementary School,371,Phoenix-Talent SD 4,2039,0.19402985074626866,2018-2019
Talent Elementary School,372,Phoenix-Talent SD 4,2039,0.17045454545454544,2018-2019
Bellview Elementary School,375,Ashland SD 5,2041,0.7142857142857143,2018-2019
Helman Elementary School,377,Ashland SD 5,2041,0.7551020408163265,2018-2019
Walker Elementary School,379,Ashland SD 5,2041,0.6119402985074627,2018-2019
Central Point Elementary School,382,Central Point SD 6,2042,0.3048780487804878,2018-2019
Jewett Elementary School,383,Central Point SD 6,2042,0.2558139534883721,2018-2019
Patrick Elementary School,384,Central Point SD 6,2042,0.5,2018-2019
Richardson Elementary School,385,Central Point SD 6,2042,0.38235294117647056,2018-2019
Sams Valley Elementary School,386,Central Point SD 6,2042,0.3541666666666667,2018-2019
Hillside Elementary,390,Eagle Point SD 9,2043,0.3116883116883117,2018-2019
Shady Cove School,393,Eagle Point SD 9,2043,0.4642857142857143,2018-2019
Table Rock Elementary,394,Eagle Point SD 9,2043,0.21951219512195122,2018-2019
Rogue River Elementary School,399,Rogue River SD 35,2044,0.5652173913043478,2018-2019
Butte Falls Charter School,406,Butte Falls SD 91,2046,0.2916666666666667,2018-2019
Griffin Creek Elementary School,408,Medford SD 549C,2048,0.3484848484848485,2018-2019
Hoover Elementary School,409,Medford SD 549C,2048,0.627906976744186,2018-2019
Howard Elementary School,410,Medford SD 549C,2048,0.45454545454545453,2018-2019
Jackson Elementary School,411,Medford SD 549C,2048,0.2807017543859649,2018-2019
Jacksonville Elementary School,412,Medford SD 549C,2048,0.5660377358490566,2018-2019
Jefferson Elementary School,413,Medford SD 549C,2048,0.39705882352941174,2018-2019
Lone Pine Elementary School,414,Medford SD 549C,2048,0.5862068965517241,2018-2019
Oak Grove Elementary School,415,Medford SD 549C,2048,0.3111111111111111,2018-2019
Kennedy Elementary School,416,Medford SD 549C,2048,0.3424657534246575,2018-2019
Roosevelt Elementary School,417,Medford SD 549C,2048,0.3181818181818182,2018-2019
Ruch Elementary School,418,Medford SD 549C,2048,0.5384615384615384,2018-2019
Washington Elementary School,419,Medford SD 549C,2048,0.2,2018-2019
Wilson Elementary School,420,Medford SD 549C,2048,0.4605263157894737,2018-2019
Culver Elementary School,425,Culver SD 4,2050,0.5,2018-2019
Buff Elementary School,429,Jefferson County SD 509J,2053,0.4716981132075472,2018-2019
Madras Elementary School,430,Jefferson County SD 509J,2053,0.36065573770491804,2018-2019
Metolius Elementary School,431,Jefferson County SD 509J,2053,0.6818181818181818,2018-2019
Warm Springs K-8 Academy,432,Jefferson County SD 509J,2053,0.37142857142857144,2018-2019
Allen Dale Elementary School,435,Grants Pass SD 7,2054,0.625,2018-2019
Highland Elementary School,436,Grants Pass SD 7,2054,0.6027397260273972,2018-2019
Lincoln Elementary School,437,Grants Pass SD 7,2054,0.4507042253521127,2018-2019
Redwood Elementary School,439,Grants Pass SD 7,2054,0.68,2018-2019
Riverside Elementary School,440,Grants Pass SD 7,2054,0.4153846153846154,2018-2019
Evergreen Elementary School,443,Three Rivers/Josephine County SD,2055,0.19444444444444445,2018-2019
Fruitdale Elementary School,445,Three Rivers/Josephine County SD,2055,0.6440677966101694,2018-2019
Ft Vannoy Elementary School,446,Three Rivers/Josephine County SD,2055,0.38636363636363635,2018-2019
Madrona Elementary School,450,Three Rivers/Josephine County SD,2055,0.5714285714285714,2018-2019
Manzanita Elementary School,451,Three Rivers/Josephine County SD,2055,0.417910447761194,2018-2019
Williams Elementary School,453,Three Rivers/Josephine County SD,2055,0.625,2018-2019
Joseph Conger Elementary School,459,Klamath Falls City Schools,2056,0.31746031746031744,2018-2019
Mills Elementary School,461,Klamath Falls City Schools,2056,0.18333333333333332,2018-2019
Pelican Elementary School,462,Klamath Falls City Schools,2056,0.36666666666666664,2018-2019
Roosevelt Elementary School,465,Klamath Falls City Schools,2056,0.5538461538461539,2018-2019
Bonanza Elementary School,467,Klamath County SD,2057,0.5957446808510638,2018-2019
Chiloquin Elementary School,468,Klamath County SD,2057,0.2916666666666667,2018-2019
Ferguson Elementary School,470,Klamath County SD,2057,0.6764705882352942,2018-2019
Gilchrist Elementary School,472,Klamath County SD,2057,0.42857142857142855,2018-2019
Henley Elementary School,473,Klamath County SD,2057,0.34146341463414637,2018-2019
Keno Elementary School,474,Klamath County SD,2057,0.4722222222222222,2018-2019
Malin Elementary School,475,Klamath County SD,2057,0.3,2018-2019
Merrill Elementary School,476,Klamath County SD,2057,0.42105263157894735,2018-2019
Peterson Elementary School,477,Klamath County SD,2057,0.6708860759493671,2018-2019
Shasta Elementary School,478,Klamath County SD,2057,0.6,2018-2019
Stearns Elementary School,479,Klamath County SD,2057,0.26666666666666666,2018-2019
Fremont/Hay Elementary School,490,Lake County SD 7,2059,0.425,2018-2019
Pleasant Hill Elementary School,500,Pleasant Hill SD 1,2081,0.4461538461538462,2018-2019
Adams Elementary School,503,Eugene SD 4J,2082,0.7466666666666667,2018-2019
Awbrey Park Elementary School,504,Eugene SD 4J,2082,0.5714285714285714,2018-2019
Coburg Community Charter School,507,Eugene SD 4J,2082,0.64,2018-2019
Edison Elementary School,510,Eugene SD 4J,2082,0.660377358490566,2018-2019
Gilham Elementary School,513,Eugene SD 4J,2082,0.5,2018-2019
Howard Elementary School,515,Eugene SD 4J,2082,0.3013698630136986,2018-2019
McCornack Elementary School,522,Eugene SD 4J,2082,0.43137254901960786,2018-2019
River Road/El Camino del Rio Elementary School,525,Eugene SD 4J,2082,0.2545454545454545,2018-2019
Spring Creek Elementary School,529,Eugene SD 4J,2082,0.43902439024390244,2018-2019
Twin Oaks Elementary School,530,Eugene SD 4J,2082,0.5789473684210527,2018-2019
Willagillespie Elementary School,534,Eugene SD 4J,2082,0.5633802816901409,2018-2019
Centennial Elementary School,544,Springfield SD 19,2083,0.3137254901960784,2018-2019
Douglas Gardens Elementary School,545,Springfield SD 19,2083,0.42857142857142855,2018-2019
Elizabeth Page Elementary School,546,Springfield SD 19,2083,0.5925925925925926,2018-2019
Guy Lee Elementary School,548,Springfield SD 19,2083,0.21875,2018-2019
Maple Elementary School,550,Springfield SD 19,2083,0.36363636363636365,2018-2019
Ridgeview Elementary School,553,Springfield SD 19,2083,0.48484848484848486,2018-2019
Mt Vernon Elementary School,554,Springfield SD 19,2083,0.4375,2018-2019
Thurston Elementary School,556,Springfield SD 19,2083,0.6101694915254238,2018-2019
Walterville Elementary School,558,Springfield SD 19,2083,0.391304347826087,2018-2019
Yolanda Elementary School,559,Springfield SD 19,2083,0.6296296296296297,2018-2019
Elmira Elementary School,563,Fern Ridge SD 28J,2084,0.5675675675675675,2018-2019
Veneta Elementary School,566,Fern Ridge SD 28J,2084,0.4909090909090909,2018-2019
Mapleton Elementary School,568,Mapleton SD 32,2085,0.07692307692307693,2018-2019
Creslane Elementary School,570,Creswell SD 40,2086,0.5048543689320388,2018-2019
Bohemia Elementary School,573,South Lane SD 45J3,2087,0.4,2018-2019
Harrison Elementary School,576,South Lane SD 45J3,2087,0.3548387096774194,2018-2019
Latham Elementary School,577,South Lane SD 45J3,2087,0.5,2018-2019
London School,578,South Lane SD 45J3,2087,0.35714285714285715,2018-2019
Clear Lake Elementary School,582,Bethel SD 52,2088,0.1891891891891892,2018-2019
Danebo Elementary School,583,Bethel SD 52,2088,0.28205128205128205,2018-2019
Fairfield Elementary School,584,Bethel SD 52,2088,0.23529411764705882,2018-2019
Irving Elementary School,585,Bethel SD 52,2088,0.5416666666666666,2018-2019
Malabon Elementary School,586,Bethel SD 52,2088,0.2962962962962963,2018-2019
Applegate Elementary School,589,Crow-Applegate-Lorane SD 66,2089,0.6153846153846154,2018-2019
McKenzie River Community School,594,McKenzie SD 68,2090,0.4666666666666667,2018-2019
Laurel Elementary School,595,Junction City SD 69,2091,0.3645833333333333,2018-2019
Lundy Elementary School,598,Lowell SD 71,2092,0.2727272727272727,2018-2019
Oakridge Elementary School,600,Oakridge SD 76,2093,0.35294117647058826,2018-2019
Marcola Elementary School,603,Marcola SD 79J,2094,0.4666666666666667,2018-2019
Siuslaw Elementary School,609,Siuslaw SD 97J,2096,0.3977272727272727,2018-2019
Toledo Elementary School,611,Lincoln County SD,2097,0.2962962962962963,2018-2019
Taft Elementary School,620,Lincoln County SD,2097,0.272,2018-2019
Crestview Heights School,623,Lincoln County SD,2097,0.15789473684210525,2018-2019
Sam Case Elementary,625,Lincoln County SD,2097,0.4142857142857143,2018-2019
Central Elementary School,631,Greater Albany Public SD 8J,2100,0.2727272727272727,2018-2019
Periwinkle Elementary School,636,Greater Albany Public SD 8J,2100,0.3835616438356164,2018-2019
North Albany Elementary School,637,Greater Albany Public SD 8J,2100,0.5660377358490566,2018-2019
Oak Grove Elementary School,639,Greater Albany Public SD 8J,2100,0.6909090909090909,2018-2019
Lafayette Elementary School,640,Greater Albany Public SD 8J,2100,0.3137254901960784,2018-2019
Liberty Elementary School,641,Greater Albany Public SD 8J,2100,0.639344262295082,2018-2019
Oak Elementary School,643,Greater Albany Public SD 8J,2100,0.4576271186440678,2018-2019
Sunrise Elementary School,644,Greater Albany Public SD 8J,2100,0.3,2018-2019
South Shore Elementary School,645,Greater Albany Public SD 8J,2100,0.16923076923076924,2018-2019
Tangent Elementary School,646,Greater Albany Public SD 8J,2100,0.2222222222222222,2018-2019
Waverly Elementary School,648,Greater Albany Public SD 8J,2100,0.38095238095238093,2018-2019
Cascades School,652,Lebanon Community SD 9,2101,0.2894736842105263,2018-2019
Green Acres School,653,Lebanon Community SD 9,2101,0.4,2018-2019
Mari-Linn Elementary School,656,North Santiam SD 29J,2143,0.4074074074074074,2018-2019
Hamilton Creek School,658,Lebanon Community SD 9,2101,0.3142857142857143,2018-2019
Harrisburg Elementary School,659,Harrisburg SD 7J,2099,0.390625,2018-2019
Foster Elementary School,662,Sweet Home SD 55,2102,0.3409090909090909,2018-2019
Hawthorne Elementary School,663,Sweet Home SD 55,2102,0.25,2018-2019
Holley Elementary School,664,Sweet Home SD 55,2102,0.16666666666666666,2018-2019
Oak Heights Elementary School,666,Sweet Home SD 55,2102,0.4090909090909091,2018-2019
Lacomb School,671,Lebanon Community SD 9,2101,0.2777777777777778,2018-2019
Centennial Elementary School,676,Scio SD 95,2103,0.43636363636363634,2018-2019
Santiam Elementary School,681,Santiam Canyon SD 129J,2104,0.275,2018-2019
Alameda Elementary School,692,Ontario SD 8C,2108,0.4230769230769231,2018-2019
Cairo Elementary School,693,Ontario SD 8C,2108,0.26666666666666666,2018-2019
Aiken Elementary School,694,Ontario SD 8C,2108,0.35185185185185186,2018-2019
May Roberts Elementary School,696,Ontario SD 8C,2108,0.2777777777777778,2018-2019
Pioneer Elementary School,697,Ontario SD 8C,2108,0.19230769230769232,2018-2019
Vale Elementary School,701,Vale SD 84,2116,0.3877551020408163,2018-2019
Nyssa Elementary School,702,Nyssa SD 26,2110,0.5517241379310345,2018-2019
Annex Charter School,705,Annex SD 29,2111,0.6153846153846154,2018-2019
Adrian Elementary School,707,Adrian SD 61,2113,0.45,2018-2019
Robert Frost Elementary School,716,Silver Falls SD 4J,2138,0.4083333333333333,2018-2019
Sublimity Elementary School,717,North Santiam SD 29J,2143,0.7368421052631579,2018-2019
Aumsville Elementary School,719,Cascade SD 5,2139,0.5,2018-2019
Jefferson Elementary School,721,Jefferson SD 14J,2140,0.2786885245901639,2018-2019
North Marion Intermediate School,724,North Marion SD 15,2141,0.2846715328467153,2018-2019
Auburn Elementary School,728,Salem-Keizer SD 24J,2142,0.22727272727272727,2018-2019
Brush College Elementary School,731,Salem-Keizer SD 24J,2142,0.4523809523809524,2018-2019
Bush Elementary School,732,Salem-Keizer SD 24J,2142,0.06382978723404255,2018-2019
Candalaria Elementary School,733,Salem-Keizer SD 24J,2142,0.6382978723404256,2018-2019
Clear Lake Elementary School,734,Salem-Keizer SD 24J,2142,0.75,2018-2019
Cummings Elementary School,735,Salem-Keizer SD 24J,2142,0.29508196721311475,2018-2019
Englewood Elementary School,736,Salem-Keizer SD 24J,2142,0.4852941176470588,2018-2019
Wright Elementary School,737,Salem-Keizer SD 24J,2142,0.5737704918032787,2018-2019
Four Corners Elementary School,738,Salem-Keizer SD 24J,2142,0.15,2018-2019
Grant Community School,740,Salem-Keizer SD 24J,2142,0.2714285714285714,2018-2019
Scott Elementary School,741,Salem-Keizer SD 24J,2142,0.24719101123595505,2018-2019
Highland Elementary School,743,Salem-Keizer SD 24J,2142,0.1694915254237288,2018-2019
Hoover Elementary School,744,Salem-Keizer SD 24J,2142,0.2857142857142857,2018-2019
Gubser Elementary School,745,Salem-Keizer SD 24J,2142,0.4368932038834951,2018-2019
Kennedy Elementary School,746,Salem-Keizer SD 24J,2142,0.2033898305084746,2018-2019
Keizer Elementary School,747,Salem-Keizer SD 24J,2142,0.23333333333333334,2018-2019
Liberty Elementary School,749,Salem-Keizer SD 24J,2142,0.32727272727272727,2018-2019
McKinley Elementary School,750,Salem-Keizer SD 24J,2142,0.48,2018-2019
Eyre Elementary School,751,Salem-Keizer SD 24J,2142,0.36082474226804123,2018-2019
Morningside Elementary School,753,Salem-Keizer SD 24J,2142,0.4444444444444444,2018-2019
Myers Elementary School,754,Salem-Keizer SD 24J,2142,0.44554455445544555,2018-2019
Hayesville Elementary School,755,Salem-Keizer SD 24J,2142,0.19117647058823528,2018-2019
Pringle Elementary School,756,Salem-Keizer SD 24J,2142,0.5568181818181818,2018-2019
Richmond Elementary School,757,Salem-Keizer SD 24J,2142,0.18181818181818182,2018-2019
Salem Heights Elementary School,759,Salem-Keizer SD 24J,2142,0.5348837209302325,2018-2019
Schirle Elementary School,760,Salem-Keizer SD 24J,2142,0.43023255813953487,2018-2019
Sumpter Elementary School,761,Salem-Keizer SD 24J,2142,0.6161616161616161,2018-2019
Swegle Elementary School,762,Salem-Keizer SD 24J,2142,0.22916666666666666,2018-2019
Washington Elementary School,763,Salem-Keizer SD 24J,2142,0.3770491803278688,2018-2019
Yoshikai Elementary School,764,Salem-Keizer SD 24J,2142,0.6458333333333334,2018-2019
Gervais Elementary School,776,Gervais SD 1,2137,0.3333333333333333,2018-2019
Victor Point Elementary School,777,Silver Falls SD 4J,2138,0.8636363636363636,2018-2019
St Paul Elementary School,778,St Paul SD 45,2144,0.45454545454545453,2018-2019
Bethany Charter School,784,Silver Falls SD 4J,2138,0.8125,2018-2019
Scotts Mills Elementary School,785,Silver Falls SD 4J,2138,0.5,2018-2019
Stayton Elementary School,788,North Santiam SD 29J,2143,0.5194805194805194,2018-2019
Turner Elementary School,790,Cascade SD 5,2139,0.5660377358490566,2018-2019
St Marys Public School,793,Mt Angel SD 91,2145,0.4225352112676056,2018-2019
Silver Crest Elementary School,795,Silver Falls SD 4J,2138,0.4,2018-2019
Nellie Muir Elementary School,796,Woodburn SD 103,2146,0.20512820512820512,2018-2019
Washington Elementary School,797,Woodburn SD 103,2146,0.13580246913580246,2018-2019
Cloverdale Elementary School,806,Cascade SD 5,2139,0.6153846153846154,2018-2019
Central Howell Elementary School,807,Silver Falls SD 4J,2138,0.65,2018-2019
A C Houghton Elementary School,813,Morrow SD 1,2147,0.49206349206349204,2018-2019
Sam Boardman Elementary School,814,Morrow SD 1,2147,0.2987012987012987,2018-2019
Heppner Elementary School,815,Morrow SD 1,2147,0.42857142857142855,2018-2019
Abernethy Elementary School,822,Portland SD 1J,2180,0.7065217391304348,2018-2019
Ainsworth Elementary School,823,Portland SD 1J,2180,0.8043478260869565,2018-2019
Alameda Elementary School,824,Portland SD 1J,2180,0.8305084745762712,2018-2019
Arleta Elementary School,826,Portland SD 1J,2180,0.4230769230769231,2018-2019
Astor Elementary School,827,Portland SD 1J,2180,0.5952380952380952,2018-2019
Atkinson Elementary School,828,Portland SD 1J,2180,0.5079365079365079,2018-2019
Rosa Parks Elementary School,829,Portland SD 1J,2180,0.14893617021276595,2018-2019
Beach Elementary School,830,Portland SD 1J,2180,0.5652173913043478,2018-2019
Boise-Eliot Elementary School,833,Portland SD 1J,2180,0.175,2018-2019
